Date,Name,SubDept,Department,Revenue,Cost,GP,Qty,Year,Week,Month,DOW
2026-04-18,CABBAGE WHOLE,Vegetables,FRUIT & VEG,10.0,5.7,4.3,2.0,2026,2026-04-13,2026-04-01,Saturday
2026-04-21,CABBAGE WHOLE,Vegetables,FRUIT & VEG,4.69,2.5,2.1900000000000004,1.0,2026,2026-04-20,2026-04-01,Tuesday
2026-04-23,CABBAGE WHOLE,Vegetables,FRUIT & VEG,4.99,2.65,2.3400000000000003,1.0,2026,2026-04-20,2026-04-01,Thursday
2026-04-28,CABBAGE WHOLE,Vegetables,FRUIT & VEG,4.99,2.65,2.3400000000000003,1.0,2026,2026-04-27,2026-04-01,Tuesday
2026-05-01,CABBAGE WHOLE,Vegetables,FRUIT & VEG,14.97,7.95,7.0200000000000005,3.0,2026,2026-04-27,2026-05-01,Friday
2026-05-05,CABBAGE WHOLE,Vegetables,FRUIT & VEG,4.69,2.5,2.1900000000000004,1.0,2026,2026-05-04,2026-05-01,Tuesday
2026-05-11,CABBAGE WHOLE,Vegetables,FRUIT & VEG,4.69,2.5,2.1900000000000004,1.0,2026,2026-05-11,2026-05-01,Monday
2026-03-06,CAPSICUM - TINY CAPS 175G,Vegetables,FRUIT & VEG,19.4,12.0,7.399999999999999,3.0,2026,2026-03-02,2026-03-01,Friday
2026-03-10,CAPSICUM - TINY CAPS 175G,Vegetables,FRUIT & VEG,6.69,4.0,2.6900000000000004,1.0,2026,2026-03-09,2026-03-01,Tuesday
2026-03-12,CAPSICUM - TINY CAPS 175G,Vegetables,FRUIT & VEG,13.38,8.0,5.380000000000001,2.0,2026,2026-03-09,2026-03-01,Thursday
2026-03-14,CAPSICUM - TINY CAPS 175G,Vegetables,FRUIT & VEG,6.69,4.0,2.6900000000000004,1.0,2026,2026-03-09,2026-03-01,Saturday
2026-03-17,CAPSICUM - TINY CAPS 175G,Vegetables,FRUIT & VEG,6.69,4.0,2.6900000000000004,1.0,2026,2026-03-16,2026-03-01,Tuesday
2026-03-20,CAPSICUM - TINY CAPS 175G,Vegetables,FRUIT & VEG,3.99,4.0,-0.009999999999999787,1.0,2026,2026-03-16,2026-03-01,Friday
2026-03-21,CAPSICUM - TINY CAPS 175G,Vegetables,FRUIT & VEG,3.99,4.0,-0.009999999999999787,1.0,2026,2026-03-16,2026-03-01,Saturday
2026-03-23,CAPSICUM - TINY CAPS 175G,Vegetables,FRUIT & VEG,7.98,8.0,-0.019999999999999574,2.0,2026,2026-03-23,2026-03-01,Monday
2026-03-24,CAPSICUM - TINY CAPS 175G,Vegetables,FRUIT & VEG,6.69,4.0,2.6900000000000004,1.0,2026,2026-03-23,2026-03-01,Tuesday
2026-03-25,CAPSICUM - TINY CAPS 175G,Vegetables,FRUIT & VEG,3.99,4.0,-0.009999999999999787,1.0,2026,2026-03-23,2026-03-01,Wednesday
2026-03-27,CAPSICUM - TINY CAPS 175G,Vegetables,FRUIT & VEG,10.68,8.0,2.6799999999999997,2.0,2026,2026-03-23,2026-03-01,Friday
2026-03-28,CAPSICUM - TINY CAPS 175G,Vegetables,FRUIT & VEG,3.99,4.0,-0.009999999999999787,1.0,2026,2026-03-23,2026-03-01,Saturday
2026-03-30,CAPSICUM - TINY CAPS 175G,Vegetables,FRUIT & VEG,13.38,8.0,5.380000000000001,2.0,2026,2026-03-30,2026-03-01,Monday
2026-04-02,CAPSICUM - TINY CAPS 175G,Vegetables,FRUIT & VEG,26.76,16.0,10.760000000000002,4.0,2026,2026-03-30,2026-04-01,Thursday
2026-04-08,CAPSICUM - TINY CAPS 175G,Vegetables,FRUIT & VEG,6.69,4.0,2.6900000000000004,1.0,2026,2026-04-06,2026-04-01,Wednesday
2026-04-09,CAPSICUM - TINY CAPS 175G,Vegetables,FRUIT & VEG,6.02,4.0,2.0199999999999996,1.0,2026,2026-04-06,2026-04-01,Thursday
2026-04-10,CAPSICUM - TINY CAPS 175G,Vegetables,FRUIT & VEG,13.38,8.0,5.380000000000001,2.0,2026,2026-04-06,2026-04-01,Friday
2026-04-16,CAPSICUM - TINY CAPS 175G,Vegetables,FRUIT & VEG,26.76,16.0,10.760000000000002,4.0,2026,2026-04-13,2026-04-01,Thursday
2026-04-17,CAPSICUM - TINY CAPS 175G,Vegetables,FRUIT & VEG,6.69,4.0,2.6900000000000004,1.0,2026,2026-04-13,2026-04-01,Friday
2026-04-24,CAPSICUM - TINY CAPS 175G,Vegetables,FRUIT & VEG,6.69,4.0,2.6900000000000004,1.0,2026,2026-04-20,2026-04-01,Friday
2026-04-28,CAPSICUM - TINY CAPS 175G,Vegetables,FRUIT & VEG,6.69,4.0,2.6900000000000004,1.0,2026,2026-04-27,2026-04-01,Tuesday
2026-04-30,CAPSICUM - TINY CAPS 175G,Vegetables,FRUIT & VEG,6.69,4.0,2.6900000000000004,1.0,2026,2026-04-27,2026-04-01,Thursday
2026-05-01,CAPSICUM - TINY CAPS 175G,Vegetables,FRUIT & VEG,13.38,8.0,5.380000000000001,2.0,2026,2026-04-27,2026-05-01,Friday
2026-03-05,CAPSICUM GREEN PER KG,Vegetables,FRUIT & VEG,2.63,1.5224,1.1076,0.346,2026,2026-03-02,2026-03-01,Thursday
2026-03-06,CAPSICUM GREEN PER KG,Vegetables,FRUIT & VEG,5.88,3.4056,2.4743999999999997,0.774,2026,2026-03-02,2026-03-01,Friday
2026-03-07,CAPSICUM GREEN PER KG,Vegetables,FRUIT & VEG,13.1,7.59,5.51,1.725,2026,2026-03-02,2026-03-01,Saturday
2026-03-10,CAPSICUM GREEN PER KG,Vegetables,FRUIT & VEG,3.16,1.8304,1.3296000000000001,0.352,2026,2026-03-09,2026-03-01,Tuesday
2026-03-11,CAPSICUM GREEN PER KG,Vegetables,FRUIT & VEG,8.57,4.9556,3.6144000000000007,0.953,2026,2026-03-09,2026-03-01,Wednesday
2026-03-12,CAPSICUM GREEN PER KG,Vegetables,FRUIT & VEG,16.97,9.8176,7.152399999999998,1.888,2026,2026-03-09,2026-03-01,Thursday
2026-03-13,CAPSICUM GREEN PER KG,Vegetables,FRUIT & VEG,5.01,2.8964,2.1136,0.557,2026,2026-03-09,2026-03-01,Friday
2026-03-16,CAPSICUM GREEN PER KG,Vegetables,FRUIT & VEG,2.01,1.13,0.8799999999999999,0.226,2026,2026-03-16,2026-03-01,Monday
2026-03-17,CAPSICUM GREEN PER KG,Vegetables,FRUIT & VEG,6.82,3.835,2.9850000000000003,0.767,2026,2026-03-16,2026-03-01,Tuesday
2026-03-19,CAPSICUM GREEN PER KG,Vegetables,FRUIT & VEG,1.79,1.005,0.7850000000000001,0.201,2026,2026-03-16,2026-03-01,Thursday
2026-03-24,CAPSICUM GREEN PER KG,Vegetables,FRUIT & VEG,7.19,4.04,3.1500000000000004,0.808,2026,2026-03-23,2026-03-01,Tuesday
2026-03-25,CAPSICUM GREEN PER KG,Vegetables,FRUIT & VEG,19.87,11.175,8.695,2.235,2026,2026-03-23,2026-03-01,Wednesday
2026-03-26,CAPSICUM GREEN PER KG,Vegetables,FRUIT & VEG,11.43,6.425,5.005,1.285,2026,2026-03-23,2026-03-01,Thursday
2026-03-27,CAPSICUM GREEN PER KG,Vegetables,FRUIT & VEG,18.28,10.285,7.995000000000001,2.057,2026,2026-03-23,2026-03-01,Friday
2026-03-28,CAPSICUM GREEN PER KG,Vegetables,FRUIT & VEG,3.57,2.01,1.56,0.402,2026,2026-03-23,2026-03-01,Saturday
2026-03-30,CAPSICUM GREEN PER KG,Vegetables,FRUIT & VEG,1.39,0.78,0.6099999999999999,0.156,2026,2026-03-30,2026-03-01,Monday
2026-03-31,CAPSICUM GREEN PER KG,Vegetables,FRUIT & VEG,15.64,8.795,6.845000000000001,1.759,2026,2026-03-30,2026-03-01,Tuesday
2026-04-01,CAPSICUM GREEN PER KG,Vegetables,FRUIT & VEG,6.51,3.665,2.8449999999999998,0.733,2026,2026-03-30,2026-04-01,Wednesday
2026-04-02,CAPSICUM GREEN PER KG,Vegetables,FRUIT & VEG,16.68,9.38,7.299999999999999,1.876,2026,2026-03-30,2026-04-01,Thursday
2026-04-04,CAPSICUM GREEN PER KG,Vegetables,FRUIT & VEG,2.85,1.71,1.1400000000000001,0.342,2026,2026-03-30,2026-04-01,Saturday
2026-04-07,CAPSICUM GREEN PER KG,Vegetables,FRUIT & VEG,3.26,1.835,1.4249999999999998,0.367,2026,2026-04-06,2026-04-01,Tuesday
2026-04-08,CAPSICUM GREEN PER KG,Vegetables,FRUIT & VEG,6.21,3.49,2.7199999999999998,0.698,2026,2026-04-06,2026-04-01,Wednesday
2026-04-09,CAPSICUM GREEN PER KG,Vegetables,FRUIT & VEG,3.89,2.185,1.705,0.437,2026,2026-04-06,2026-04-01,Thursday
2026-04-10,CAPSICUM GREEN PER KG,Vegetables,FRUIT & VEG,13.73,7.725,6.005000000000001,1.545,2026,2026-04-06,2026-04-01,Friday
2026-04-11,CAPSICUM GREEN PER KG,Vegetables,FRUIT & VEG,3.88,2.18,1.6999999999999997,0.436,2026,2026-04-06,2026-04-01,Saturday
2026-04-13,CAPSICUM GREEN PER KG,Vegetables,FRUIT & VEG,2.28,1.28,0.9999999999999998,0.256,2026,2026-04-13,2026-04-01,Monday
2026-04-14,CAPSICUM GREEN PER KG,Vegetables,FRUIT & VEG,14.03,7.89,6.14,1.578,2026,2026-04-13,2026-04-01,Tuesday
2026-04-15,CAPSICUM GREEN PER KG,Vegetables,FRUIT & VEG,1.83,1.03,0.8,0.206,2026,2026-04-13,2026-04-01,Wednesday
2026-04-16,CAPSICUM GREEN PER KG,Vegetables,FRUIT & VEG,13.73,7.725,6.005000000000001,1.545,2026,2026-04-13,2026-04-01,Thursday
2026-04-17,CAPSICUM GREEN PER KG,Vegetables,FRUIT & VEG,22.88,12.87,10.01,2.574,2026,2026-04-13,2026-04-01,Friday
2026-04-18,CAPSICUM GREEN PER KG,Vegetables,FRUIT & VEG,8.16,4.595,3.5650000000000004,0.919,2026,2026-04-13,2026-04-01,Saturday
2026-04-20,CAPSICUM GREEN PER KG,Vegetables,FRUIT & VEG,3.66,2.052,1.608,0.342,2026,2026-04-20,2026-04-01,Monday
2026-04-21,CAPSICUM GREEN PER KG,Vegetables,FRUIT & VEG,1.45,0.816,0.634,0.136,2026,2026-04-20,2026-04-01,Tuesday
2026-04-23,CAPSICUM GREEN PER KG,Vegetables,FRUIT & VEG,1.72,0.966,0.754,0.161,2026,2026-04-20,2026-04-01,Thursday
2026-04-24,CAPSICUM GREEN PER KG,Vegetables,FRUIT & VEG,12.96,7.2105,5.749500000000001,1.311,2026,2026-04-20,2026-04-01,Friday
2026-04-27,CAPSICUM GREEN PER KG,Vegetables,FRUIT & VEG,1.84,1.023,0.8170000000000002,0.186,2026,2026-04-27,2026-04-01,Monday
2026-04-28,CAPSICUM GREEN PER KG,Vegetables,FRUIT & VEG,6.36,3.5365,2.8235,0.643,2026,2026-04-27,2026-04-01,Tuesday
2026-04-29,CAPSICUM GREEN PER KG,Vegetables,FRUIT & VEG,1.25,0.693,0.557,0.126,2026,2026-04-27,2026-04-01,Wednesday
2026-04-30,CAPSICUM GREEN PER KG,Vegetables,FRUIT & VEG,14.53,8.0795,6.4505,1.469,2026,2026-04-27,2026-04-01,Thursday
2026-05-01,CAPSICUM GREEN PER KG,Vegetables,FRUIT & VEG,20.34,11.308,9.032,2.056,2026,2026-04-27,2026-05-01,Friday
2026-05-04,CAPSICUM GREEN PER KG,Vegetables,FRUIT & VEG,5.83,3.2395,2.5905,0.589,2026,2026-05-04,2026-05-01,Monday
2026-05-05,CAPSICUM GREEN PER KG,Vegetables,FRUIT & VEG,12.13,6.7485,5.381500000000001,1.227,2026,2026-05-04,2026-05-01,Tuesday
2026-05-06,CAPSICUM GREEN PER KG,Vegetables,FRUIT & VEG,4.17,2.321,1.8489999999999998,0.422,2026,2026-05-04,2026-05-01,Wednesday
2026-05-07,CAPSICUM GREEN PER KG,Vegetables,FRUIT & VEG,1.05,0.583,0.4670000000000001,0.106,2026,2026-05-04,2026-05-01,Thursday
2026-05-08,CAPSICUM GREEN PER KG,Vegetables,FRUIT & VEG,31.86,17.8695,13.9905,3.249,2026,2026-05-04,2026-05-01,Friday
2026-05-09,CAPSICUM GREEN PER KG,Vegetables,FRUIT & VEG,12.69,7.0565,5.6335,1.283,2026,2026-05-04,2026-05-01,Saturday
2026-05-11,CAPSICUM GREEN PER KG,Vegetables,FRUIT & VEG,3.67,2.0405,1.6294999999999997,0.371,2026,2026-05-11,2026-05-01,Monday
2026-05-13,CAPSICUM GREEN PER KG,Vegetables,FRUIT & VEG,2.98,1.6555,1.3245,0.301,2026,2026-05-11,2026-05-01,Wednesday
2026-03-21,CAPSICUM PRE PACKED,Vegetables,FRUIT & VEG,11.99,8.0,3.99,1.0,2026,2026-03-16,2026-03-01,Saturday
2026-03-24,CAPSICUM PRE PACKED,Vegetables,FRUIT & VEG,11.99,8.0,3.99,1.0,2026,2026-03-23,2026-03-01,Tuesday
2026-04-02,CAPSICUM PRE PACKED,Vegetables,FRUIT & VEG,11.99,8.0,3.99,1.0,2026,2026-03-30,2026-04-01,Thursday
2026-04-07,CAPSICUM PRE PACKED,Vegetables,FRUIT & VEG,11.99,8.0,3.99,1.0,2026,2026-04-06,2026-04-01,Tuesday
2026-05-01,CAPSICUM PRE PACKED,Vegetables,FRUIT & VEG,11.99,8.0,3.99,1.0,2026,2026-04-27,2026-05-01,Friday
2026-05-14,CAPSICUM PRE PACKED,Vegetables,FRUIT & VEG,11.99,8.0,3.99,1.0,2026,2026-05-11,2026-05-01,Thursday
2026-03-06,CAPSICUM YELLOW PER KG,Vegetables,FRUIT & VEG,3.07,1.92,1.15,0.256,2026,2026-03-02,2026-03-01,Friday
2026-03-07,CAPSICUM YELLOW PER KG,Vegetables,FRUIT & VEG,3.23,1.9635,1.2665,0.231,2026,2026-03-02,2026-03-01,Saturday
2026-03-12,CAPSICUM YELLOW PER KG,Vegetables,FRUIT & VEG,3.16,1.921,1.239,0.226,2026,2026-03-09,2026-03-01,Thursday
2026-03-24,CAPSICUM YELLOW PER KG,Vegetables,FRUIT & VEG,3.02,1.836,1.184,0.216,2026,2026-03-23,2026-03-01,Tuesday
2026-03-26,CAPSICUM YELLOW PER KG,Vegetables,FRUIT & VEG,2.74,1.666,1.0740000000000003,0.196,2026,2026-03-23,2026-03-01,Thursday
2026-03-27,CAPSICUM YELLOW PER KG,Vegetables,FRUIT & VEG,3.16,1.921,1.239,0.226,2026,2026-03-23,2026-03-01,Friday
2026-04-01,CAPSICUM YELLOW PER KG,Vegetables,FRUIT & VEG,2.25,1.449,0.8009999999999999,0.161,2026,2026-03-30,2026-04-01,Wednesday
2026-04-04,CAPSICUM YELLOW PER KG,Vegetables,FRUIT & VEG,4.56,2.934,1.6259999999999994,0.326,2026,2026-03-30,2026-04-01,Saturday
2026-04-09,CAPSICUM YELLOW PER KG,Vegetables,FRUIT & VEG,1.76,1.134,0.6260000000000001,0.126,2026,2026-04-06,2026-04-01,Thursday
2026-04-11,CAPSICUM YELLOW PER KG,Vegetables,FRUIT & VEG,4.03,3.303,0.7270000000000003,0.367,2026,2026-04-06,2026-04-01,Saturday
2026-04-13,CAPSICUM YELLOW PER KG,Vegetables,FRUIT & VEG,2.25,1.449,0.8009999999999999,0.161,2026,2026-04-13,2026-04-01,Monday
2026-04-15,CAPSICUM YELLOW PER KG,Vegetables,FRUIT & VEG,4.15,2.673,1.4770000000000003,0.297,2026,2026-04-13,2026-04-01,Wednesday
2026-04-18,CAPSICUM YELLOW PER KG,Vegetables,FRUIT & VEG,10.44,6.876,3.563999999999999,0.764,2026,2026-04-13,2026-04-01,Saturday
2026-04-24,CAPSICUM YELLOW PER KG,Vegetables,FRUIT & VEG,2.39,1.539,0.8510000000000002,0.171,2026,2026-04-20,2026-04-01,Friday
2026-04-27,CAPSICUM YELLOW PER KG,Vegetables,FRUIT & VEG,2.88,1.854,1.0259999999999998,0.206,2026,2026-04-27,2026-04-01,Monday
2026-04-29,CAPSICUM YELLOW PER KG,Vegetables,FRUIT & VEG,2.23,1.337,0.893,0.191,2026,2026-04-27,2026-04-01,Wednesday
2026-05-01,CAPSICUM YELLOW PER KG,Vegetables,FRUIT & VEG,5.69,3.402,2.2880000000000003,0.486,2026,2026-04-27,2026-05-01,Friday
2026-05-02,CAPSICUM YELLOW PER KG,Vegetables,FRUIT & VEG,6.7,4.011,2.689,0.573,2026,2026-04-27,2026-05-01,Saturday
2026-05-08,CAPSICUM YELLOW PER KG,Vegetables,FRUIT & VEG,5.89,3.5785,2.3114999999999997,0.421,2026,2026-05-04,2026-05-01,Friday
2026-05-09,CAPSICUM YELLOW PER KG,Vegetables,FRUIT & VEG,2.81,1.7085,1.1015000000000001,0.201,2026,2026-05-04,2026-05-01,Saturday
2026-05-12,CAPSICUM YELLOW PER KG,Vegetables,FRUIT & VEG,2.74,1.666,1.0740000000000003,0.196,2026,2026-05-11,2026-05-01,Tuesday
2026-03-05,CAPSICUMS RED PER KG,Vegetables,FRUIT & VEG,25.4,14.744,10.655999999999999,3.686,2026,2026-03-02,2026-03-01,Thursday
2026-03-06,CAPSICUMS RED PER KG,Vegetables,FRUIT & VEG,34.35,20.044,14.306000000000001,5.011,2026,2026-03-02,2026-03-01,Friday
2026-03-07,CAPSICUMS RED PER KG,Vegetables,FRUIT & VEG,26.43,15.356,11.074,3.839,2026,2026-03-02,2026-03-01,Saturday
2026-03-10,CAPSICUMS RED PER KG,Vegetables,FRUIT & VEG,33.83,19.9006,13.929399999999998,4.911,2026,2026-03-09,2026-03-01,Tuesday
2026-03-11,CAPSICUMS RED PER KG,Vegetables,FRUIT & VEG,40.55,23.7718,16.7782,5.798,2026,2026-03-09,2026-03-01,Wednesday
2026-03-12,CAPSICUMS RED PER KG,Vegetables,FRUIT & VEG,27.29,16.0064,11.2836,3.904,2026,2026-03-09,2026-03-01,Thursday
2026-03-13,CAPSICUMS RED PER KG,Vegetables,FRUIT & VEG,31.83,18.7698,13.060199999999998,4.578,2026,2026-03-09,2026-03-01,Friday
2026-03-14,CAPSICUMS RED PER KG,Vegetables,FRUIT & VEG,24.64,14.4566,10.1834,3.526,2026,2026-03-09,2026-03-01,Saturday
2026-03-16,CAPSICUMS RED PER KG,Vegetables,FRUIT & VEG,9.11,5.3801,3.7298999999999998,1.297,2026,2026-03-16,2026-03-01,Monday
2026-03-17,CAPSICUMS RED PER KG,Vegetables,FRUIT & VEG,24.09,14.07,10.02,3.35,2026,2026-03-16,2026-03-01,Tuesday
2026-03-18,CAPSICUMS RED PER KG,Vegetables,FRUIT & VEG,25.81,15.0654,10.744599999999998,3.587,2026,2026-03-16,2026-03-01,Wednesday
2026-03-19,CAPSICUMS RED PER KG,Vegetables,FRUIT & VEG,11.88,6.9384,4.941600000000001,1.652,2026,2026-03-16,2026-03-01,Thursday
2026-03-20,CAPSICUMS RED PER KG,Vegetables,FRUIT & VEG,22.63,12.94,9.69,3.235,2026,2026-03-16,2026-03-01,Friday
2026-03-21,CAPSICUMS RED PER KG,Vegetables,FRUIT & VEG,12.64,7.232,5.408,1.808,2026,2026-03-16,2026-03-01,Saturday
2026-03-23,CAPSICUMS RED PER KG,Vegetables,FRUIT & VEG,20.53,11.74,8.790000000000001,2.935,2026,2026-03-23,2026-03-01,Monday
2026-03-24,CAPSICUMS RED PER KG,Vegetables,FRUIT & VEG,17.01,9.784,7.226000000000001,2.446,2026,2026-03-23,2026-03-01,Tuesday
2026-03-25,CAPSICUMS RED PER KG,Vegetables,FRUIT & VEG,37.3,21.328,15.971999999999998,5.332,2026,2026-03-23,2026-03-01,Wednesday
2026-03-26,CAPSICUMS RED PER KG,Vegetables,FRUIT & VEG,43.62,24.972,18.647999999999996,6.243,2026,2026-03-23,2026-03-01,Thursday
2026-03-27,CAPSICUMS RED PER KG,Vegetables,FRUIT & VEG,45.53,26.06,19.470000000000002,6.515,2026,2026-03-23,2026-03-01,Friday
2026-03-28,CAPSICUMS RED PER KG,Vegetables,FRUIT & VEG,18.08,10.344,7.735999999999999,2.586,2026,2026-03-23,2026-03-01,Saturday
2026-03-30,CAPSICUMS RED PER KG,Vegetables,FRUIT & VEG,16.05,9.188,6.862,2.297,2026,2026-03-30,2026-03-01,Monday
2026-03-31,CAPSICUMS RED PER KG,Vegetables,FRUIT & VEG,39.21,22.452,16.758,5.613,2026,2026-03-30,2026-03-01,Tuesday
2026-04-01,CAPSICUMS RED PER KG,Vegetables,FRUIT & VEG,28.4,16.268,12.131999999999998,4.067,2026,2026-03-30,2026-04-01,Wednesday
2026-04-02,CAPSICUMS RED PER KG,Vegetables,FRUIT & VEG,57.63,32.035,25.595000000000006,6.407,2026,2026-03-30,2026-04-01,Thursday
2026-04-04,CAPSICUMS RED PER KG,Vegetables,FRUIT & VEG,31.38,17.705,13.675,3.541,2026,2026-03-30,2026-04-01,Saturday
2026-04-07,CAPSICUMS RED PER KG,Vegetables,FRUIT & VEG,25.01,13.9,11.110000000000001,2.78,2026,2026-04-06,2026-04-01,Tuesday
2026-04-08,CAPSICUMS RED PER KG,Vegetables,FRUIT & VEG,48.38,27.045,21.335,5.409,2026,2026-04-06,2026-04-01,Wednesday
2026-04-09,CAPSICUMS RED PER KG,Vegetables,FRUIT & VEG,38.67,21.495,17.175,4.299,2026,2026-04-06,2026-04-01,Thursday
2026-04-10,CAPSICUMS RED PER KG,Vegetables,FRUIT & VEG,53.0,29.625,23.375,5.925,2026,2026-04-06,2026-04-01,Friday
2026-04-11,CAPSICUMS RED PER KG,Vegetables,FRUIT & VEG,51.16,28.45,22.709999999999997,5.69,2026,2026-04-06,2026-04-01,Saturday
2026-04-13,CAPSICUMS RED PER KG,Vegetables,FRUIT & VEG,50.24,29.7115,20.5285,4.571,2026,2026-04-13,2026-04-01,Monday
2026-04-14,CAPSICUMS RED PER KG,Vegetables,FRUIT & VEG,80.01,47.32,32.690000000000005,7.28,2026,2026-04-13,2026-04-01,Tuesday
2026-04-15,CAPSICUMS RED PER KG,Vegetables,FRUIT & VEG,15.6,9.23,6.369999999999999,1.42,2026,2026-04-13,2026-04-01,Wednesday
2026-04-16,CAPSICUMS RED PER KG,Vegetables,FRUIT & VEG,61.76,36.5235,25.2365,5.619,2026,2026-04-13,2026-04-01,Thursday
2026-04-17,CAPSICUMS RED PER KG,Vegetables,FRUIT & VEG,79.46,47.1835,32.27649999999999,7.259,2026,2026-04-13,2026-04-01,Friday
2026-04-18,CAPSICUMS RED PER KG,Vegetables,FRUIT & VEG,21.82,13.0715,8.7485,2.011,2026,2026-04-13,2026-04-01,Saturday
2026-04-20,CAPSICUMS RED PER KG,Vegetables,FRUIT & VEG,42.08,24.5845,17.4955,3.53,2026,2026-04-20,2026-04-01,Monday
2026-04-21,CAPSICUMS RED PER KG,Vegetables,FRUIT & VEG,42.39,24.745,17.645,3.535,2026,2026-04-20,2026-04-01,Tuesday
2026-04-22,CAPSICUMS RED PER KG,Vegetables,FRUIT & VEG,37.14,21.679,15.461000000000002,3.097,2026,2026-04-20,2026-04-01,Wednesday
2026-04-23,CAPSICUMS RED PER KG,Vegetables,FRUIT & VEG,33.15,19.348,13.802,2.764,2026,2026-04-20,2026-04-01,Thursday
2026-04-24,CAPSICUMS RED PER KG,Vegetables,FRUIT & VEG,55.83,32.795,23.034999999999997,4.685,2026,2026-04-20,2026-04-01,Friday
2026-04-27,CAPSICUMS RED PER KG,Vegetables,FRUIT & VEG,28.52,16.646,11.873999999999999,2.378,2026,2026-04-27,2026-04-01,Monday
2026-04-28,CAPSICUMS RED PER KG,Vegetables,FRUIT & VEG,5.48,3.198,2.2820000000000005,0.492,2026,2026-04-27,2026-04-01,Tuesday
2026-04-29,CAPSICUMS RED PER KG,Vegetables,FRUIT & VEG,44.21,25.7725,18.4375,3.965,2026,2026-04-27,2026-04-01,Wednesday
2026-04-30,CAPSICUMS RED PER KG,Vegetables,FRUIT & VEG,32.45,18.915,13.535000000000004,2.91,2026,2026-04-27,2026-04-01,Thursday
2026-05-01,CAPSICUMS RED PER KG,Vegetables,FRUIT & VEG,71.85,42.0355,29.814499999999995,6.467,2026,2026-04-27,2026-05-01,Friday
2026-05-02,CAPSICUMS RED PER KG,Vegetables,FRUIT & VEG,30.59,17.8295,12.7605,2.743,2026,2026-04-27,2026-05-01,Saturday
2026-05-04,CAPSICUMS RED PER KG,Vegetables,FRUIT & VEG,24.03,13.8985,10.1315,2.493,2026,2026-05-04,2026-05-01,Monday
2026-05-05,CAPSICUMS RED PER KG,Vegetables,FRUIT & VEG,49.99,28.5165,21.4735,6.337,2026,2026-05-04,2026-05-01,Tuesday
2026-05-06,CAPSICUMS RED PER KG,Vegetables,FRUIT & VEG,39.81,22.7115,17.0985,5.047,2026,2026-05-04,2026-05-01,Wednesday
2026-05-07,CAPSICUMS RED PER KG,Vegetables,FRUIT & VEG,14.52,8.2845,6.2355,1.841,2026,2026-05-04,2026-05-01,Thursday
2026-05-08,CAPSICUMS RED PER KG,Vegetables,FRUIT & VEG,53.83,30.7935,23.036499999999997,6.843,2026,2026-05-04,2026-05-01,Friday
2026-05-09,CAPSICUMS RED PER KG,Vegetables,FRUIT & VEG,19.81,11.2995,8.510499999999999,2.511,2026,2026-05-04,2026-05-01,Saturday
2026-05-11,CAPSICUMS RED PER KG,Vegetables,FRUIT & VEG,34.93,20.0135,14.9165,3.761,2026,2026-05-11,2026-05-01,Monday
2026-05-12,CAPSICUMS RED PER KG,Vegetables,FRUIT & VEG,58.2,33.3685,24.831500000000005,6.067,2026,2026-05-11,2026-05-01,Tuesday
2026-05-13,CAPSICUMS RED PER KG,Vegetables,FRUIT & VEG,27.36,15.697,11.663,2.854,2026,2026-05-11,2026-05-01,Wednesday
2026-05-14,CAPSICUMS RED PER KG,Vegetables,FRUIT & VEG,36.48,20.9165,15.563499999999998,3.803,2026,2026-05-11,2026-05-01,Thursday
2026-03-07,CARROTS - SNACKING CARROTS 250G,Vegetables,FRUIT & VEG,5.78,3.5,2.2800000000000002,2.0,2026,2026-03-02,2026-03-01,Saturday
2026-03-10,CARROTS - SNACKING CARROTS 250G,Vegetables,FRUIT & VEG,11.56,7.0,4.5600000000000005,4.0,2026,2026-03-09,2026-03-01,Tuesday
2026-03-11,CARROTS - SNACKING CARROTS 250G,Vegetables,FRUIT & VEG,8.67,5.25,3.42,3.0,2026,2026-03-09,2026-03-01,Wednesday
2026-03-12,CARROTS - SNACKING CARROTS 250G,Vegetables,FRUIT & VEG,2.89,1.75,1.1400000000000001,1.0,2026,2026-03-09,2026-03-01,Thursday
2026-03-13,CARROTS - SNACKING CARROTS 250G,Vegetables,FRUIT & VEG,5.78,3.5,2.2800000000000002,2.0,2026,2026-03-09,2026-03-01,Friday
2026-03-14,CARROTS - SNACKING CARROTS 250G,Vegetables,FRUIT & VEG,11.56,7.0,4.5600000000000005,4.0,2026,2026-03-09,2026-03-01,Saturday
2026-03-16,CARROTS - SNACKING CARROTS 250G,Vegetables,FRUIT & VEG,2.89,1.75,1.1400000000000001,1.0,2026,2026-03-16,2026-03-01,Monday
2026-03-17,CARROTS - SNACKING CARROTS 250G,Vegetables,FRUIT & VEG,5.78,3.5,2.2800000000000002,2.0,2026,2026-03-16,2026-03-01,Tuesday
2026-03-18,CARROTS - SNACKING CARROTS 250G,Vegetables,FRUIT & VEG,5.78,3.5,2.2800000000000002,2.0,2026,2026-03-16,2026-03-01,Wednesday
2026-03-21,CARROTS - SNACKING CARROTS 250G,Vegetables,FRUIT & VEG,2.89,1.75,1.1400000000000001,1.0,2026,2026-03-16,2026-03-01,Saturday
2026-03-23,CARROTS - SNACKING CARROTS 250G,Vegetables,FRUIT & VEG,5.78,3.5,2.2800000000000002,2.0,2026,2026-03-23,2026-03-01,Monday
