Date,Name,SubDept,Department,Revenue,Cost,GP,Qty,Year,Week,Month,DOW
2026-03-21,LK PASTA SALAD 800G,Salads,FRUIT & VEG,7.99,5.1,2.8900000000000006,1.0,2026,2026-03-16,2026-03-01,Saturday
2026-03-23,LK PASTA SALAD 800G,Salads,FRUIT & VEG,13.49,10.2,3.290000000000001,2.0,2026,2026-03-23,2026-03-01,Monday
2026-03-24,LK PASTA SALAD 800G,Salads,FRUIT & VEG,18.99,15.3,3.6899999999999977,3.0,2026,2026-03-23,2026-03-01,Tuesday
2026-03-25,LK PASTA SALAD 800G,Salads,FRUIT & VEG,7.99,5.1,2.8900000000000006,1.0,2026,2026-03-23,2026-03-01,Wednesday
2026-03-26,LK PASTA SALAD 800G,Salads,FRUIT & VEG,15.98,10.2,5.780000000000001,2.0,2026,2026-03-23,2026-03-01,Thursday
2026-03-27,LK PASTA SALAD 800G,Salads,FRUIT & VEG,23.97,15.3,8.669999999999998,3.0,2026,2026-03-23,2026-03-01,Friday
2026-03-28,LK PASTA SALAD 800G,Salads,FRUIT & VEG,15.98,10.2,5.780000000000001,2.0,2026,2026-03-23,2026-03-01,Saturday
2026-03-30,LK PASTA SALAD 800G,Salads,FRUIT & VEG,23.97,15.3,8.669999999999998,3.0,2026,2026-03-30,2026-03-01,Monday
2026-03-31,LK PASTA SALAD 800G,Salads,FRUIT & VEG,23.97,15.3,8.669999999999998,3.0,2026,2026-03-30,2026-03-01,Tuesday
2026-04-01,LK PASTA SALAD 800G,Salads,FRUIT & VEG,15.98,9.18,6.800000000000001,2.0,2026,2026-03-30,2026-04-01,Wednesday
2026-04-02,LK PASTA SALAD 800G,Salads,FRUIT & VEG,135.83,78.03,57.80000000000001,17.0,2026,2026-03-30,2026-04-01,Thursday
2026-04-04,LK PASTA SALAD 800G,Salads,FRUIT & VEG,15.98,9.18,6.800000000000001,2.0,2026,2026-03-30,2026-04-01,Saturday
2026-04-10,LK PASTA SALAD 800G,Salads,FRUIT & VEG,18.0,13.77,4.23,3.0,2026,2026-04-06,2026-04-01,Friday
2026-04-13,LK PASTA SALAD 800G,Salads,FRUIT & VEG,12.0,9.18,2.8200000000000003,2.0,2026,2026-04-13,2026-04-01,Monday
2026-04-14,LK PASTA SALAD 800G,Salads,FRUIT & VEG,18.0,13.77,4.23,3.0,2026,2026-04-13,2026-04-01,Tuesday
2026-04-15,LK PASTA SALAD 800G,Salads,FRUIT & VEG,7.99,4.59,3.4000000000000004,1.0,2026,2026-04-13,2026-04-01,Wednesday
2026-04-16,LK PASTA SALAD 800G,Salads,FRUIT & VEG,23.97,13.77,10.2,3.0,2026,2026-04-13,2026-04-01,Thursday
2026-04-17,LK PASTA SALAD 800G,Salads,FRUIT & VEG,39.95,22.95,17.000000000000004,5.0,2026,2026-04-13,2026-04-01,Friday
2026-04-18,LK PASTA SALAD 800G,Salads,FRUIT & VEG,7.99,4.59,3.4000000000000004,1.0,2026,2026-04-13,2026-04-01,Saturday
2026-04-24,LK PASTA SALAD 800G,Salads,FRUIT & VEG,30.0,22.95,7.050000000000001,5.0,2026,2026-04-20,2026-04-01,Friday
2026-04-27,LK PASTA SALAD 800G,Salads,FRUIT & VEG,12.0,9.18,2.8200000000000003,2.0,2026,2026-04-27,2026-04-01,Monday
2026-04-28,LK PASTA SALAD 800G,Salads,FRUIT & VEG,6.0,4.59,1.4100000000000001,1.0,2026,2026-04-27,2026-04-01,Tuesday
2026-04-29,LK PASTA SALAD 800G,Salads,FRUIT & VEG,39.95,23.46,16.490000000000002,5.0,2026,2026-04-27,2026-04-01,Wednesday
2026-04-30,LK PASTA SALAD 800G,Salads,FRUIT & VEG,7.99,4.59,3.4000000000000004,1.0,2026,2026-04-27,2026-04-01,Thursday
2026-05-01,LK PASTA SALAD 800G,Salads,FRUIT & VEG,7.99,4.59,3.4000000000000004,1.0,2026,2026-04-27,2026-05-01,Friday
2026-05-02,LK PASTA SALAD 800G,Salads,FRUIT & VEG,23.97,13.77,10.2,3.0,2026,2026-04-27,2026-05-01,Saturday
2026-05-04,LK PASTA SALAD 800G,Salads,FRUIT & VEG,7.99,4.59,3.4000000000000004,1.0,2026,2026-05-04,2026-05-01,Monday
2026-05-05,LK PASTA SALAD 800G,Salads,FRUIT & VEG,8.49,5.1,3.3900000000000006,1.0,2026,2026-05-04,2026-05-01,Tuesday
2026-05-06,LK PASTA SALAD 800G,Salads,FRUIT & VEG,8.49,5.1,3.3900000000000006,1.0,2026,2026-05-04,2026-05-01,Wednesday
2026-05-07,LK PASTA SALAD 800G,Salads,FRUIT & VEG,16.98,10.2,6.780000000000001,2.0,2026,2026-05-04,2026-05-01,Thursday
2026-05-08,LK PASTA SALAD 800G,Salads,FRUIT & VEG,25.47,15.3,10.169999999999998,3.0,2026,2026-05-04,2026-05-01,Friday
2026-05-09,LK PASTA SALAD 800G,Salads,FRUIT & VEG,8.49,5.1,3.3900000000000006,1.0,2026,2026-05-04,2026-05-01,Saturday
2026-05-11,LK PASTA SALAD 800G,Salads,FRUIT & VEG,8.49,5.1,3.3900000000000006,1.0,2026,2026-05-11,2026-05-01,Monday
2026-05-13,LK PASTA SALAD 800G,Salads,FRUIT & VEG,16.98,10.2,6.780000000000001,2.0,2026,2026-05-11,2026-05-01,Wednesday
2026-05-14,LK PASTA SALAD 800G,Salads,FRUIT & VEG,4.24,5.1,-0.8599999999999994,1.0,2026,2026-05-11,2026-05-01,Thursday
2026-03-17,LK POT/EGG/BACON SALAD 250G,Salads,FRUIT & VEG,4.2,2.1,2.1,1.0,2026,2026-03-16,2026-03-01,Tuesday
2026-03-18,LK POT/EGG/BACON SALAD 250G,Salads,FRUIT & VEG,5.99,3.64,2.35,1.0,2026,2026-03-16,2026-03-01,Wednesday
2026-03-19,LK POT/EGG/BACON SALAD 250G,Salads,FRUIT & VEG,5.99,3.64,2.35,1.0,2026,2026-03-16,2026-03-01,Thursday
2026-03-20,LK POT/EGG/BACON SALAD 250G,Salads,FRUIT & VEG,17.97,10.92,7.049999999999999,3.0,2026,2026-03-16,2026-03-01,Friday
2026-03-27,LK POT/EGG/BACON SALAD 250G,Salads,FRUIT & VEG,23.96,14.56,9.4,4.0,2026,2026-03-23,2026-03-01,Friday
2026-03-31,LK POT/EGG/BACON SALAD 250G,Salads,FRUIT & VEG,17.97,10.92,7.049999999999999,3.0,2026,2026-03-30,2026-03-01,Tuesday
2026-04-01,LK POT/EGG/BACON SALAD 250G,Salads,FRUIT & VEG,11.98,7.28,4.7,2.0,2026,2026-03-30,2026-04-01,Wednesday
2026-04-02,LK POT/EGG/BACON SALAD 250G,Salads,FRUIT & VEG,27.95,18.2,9.75,5.0,2026,2026-03-30,2026-04-01,Thursday
2026-04-04,LK POT/EGG/BACON SALAD 250G,Salads,FRUIT & VEG,5.99,3.64,2.35,1.0,2026,2026-03-30,2026-04-01,Saturday
2026-04-07,LK POT/EGG/BACON SALAD 250G,Salads,FRUIT & VEG,11.98,7.28,4.7,2.0,2026,2026-04-06,2026-04-01,Tuesday
2026-04-17,LK POT/EGG/BACON SALAD 250G,Salads,FRUIT & VEG,5.99,3.64,2.35,1.0,2026,2026-04-13,2026-04-01,Friday
2026-04-20,LK POT/EGG/BACON SALAD 250G,Salads,FRUIT & VEG,5.99,3.64,2.35,1.0,2026,2026-04-20,2026-04-01,Monday
2026-04-21,LK POT/EGG/BACON SALAD 250G,Salads,FRUIT & VEG,17.97,10.92,7.049999999999999,3.0,2026,2026-04-20,2026-04-01,Tuesday
2026-04-22,LK POT/EGG/BACON SALAD 250G,Salads,FRUIT & VEG,5.99,2.1,3.89,1.0,2026,2026-04-20,2026-04-01,Wednesday
2026-04-23,LK POT/EGG/BACON SALAD 250G,Salads,FRUIT & VEG,35.94,12.6,23.339999999999996,6.0,2026,2026-04-20,2026-04-01,Thursday
2026-04-29,LK POT/EGG/BACON SALAD 250G,Salads,FRUIT & VEG,4.0,2.2533,1.7467000000000001,1.0,2026,2026-04-27,2026-04-01,Wednesday
2026-04-30,LK POT/EGG/BACON SALAD 250G,Salads,FRUIT & VEG,12.0,6.7599,5.2401,3.0,2026,2026-04-27,2026-04-01,Thursday
2026-05-01,LK POT/EGG/BACON SALAD 250G,Salads,FRUIT & VEG,16.0,9.0132,6.986800000000001,4.0,2026,2026-04-27,2026-05-01,Friday
2026-05-02,LK POT/EGG/BACON SALAD 250G,Salads,FRUIT & VEG,8.0,4.5066,3.4934000000000003,2.0,2026,2026-04-27,2026-05-01,Saturday
2026-05-04,LK POT/EGG/BACON SALAD 250G,Salads,FRUIT & VEG,8.0,4.5066,3.4934000000000003,2.0,2026,2026-05-04,2026-05-01,Monday
2026-05-08,LK POT/EGG/BACON SALAD 250G,Salads,FRUIT & VEG,11.98,7.28,4.7,2.0,2026,2026-05-04,2026-05-01,Friday
2026-05-09,LK POT/EGG/BACON SALAD 250G,Salads,FRUIT & VEG,5.99,3.64,2.35,1.0,2026,2026-05-04,2026-05-01,Saturday
2026-05-11,LK POT/EGG/BACON SALAD 250G,Salads,FRUIT & VEG,11.98,7.28,4.7,2.0,2026,2026-05-11,2026-05-01,Monday
2026-05-14,LK POT/EGG/BACON SALAD 250G,Salads,FRUIT & VEG,5.99,3.64,2.35,1.0,2026,2026-05-11,2026-05-01,Thursday
2026-03-06,LK POTATO SALAD 250G,Salads,FRUIT & VEG,3.15,1.4788,1.6712,1.0,2026,2026-03-02,2026-03-01,Friday
2026-03-07,LK POTATO SALAD 250G,Salads,FRUIT & VEG,3.15,1.4788,1.6712,1.0,2026,2026-03-02,2026-03-01,Saturday
2026-03-10,LK POTATO SALAD 250G,Salads,FRUIT & VEG,15.75,7.394,8.356,5.0,2026,2026-03-09,2026-03-01,Tuesday
2026-03-11,LK POTATO SALAD 250G,Salads,FRUIT & VEG,7.98,5.2244,2.7556000000000003,2.0,2026,2026-03-09,2026-03-01,Wednesday
2026-03-12,LK POTATO SALAD 250G,Salads,FRUIT & VEG,3.99,2.6122,1.3778000000000001,1.0,2026,2026-03-09,2026-03-01,Thursday
2026-03-18,LK POTATO SALAD 250G,Salads,FRUIT & VEG,9.98,5.2244,4.7556,2.0,2026,2026-03-16,2026-03-01,Wednesday
2026-03-19,LK POTATO SALAD 250G,Salads,FRUIT & VEG,4.99,2.6122,2.3778,1.0,2026,2026-03-16,2026-03-01,Thursday
2026-03-20,LK POTATO SALAD 250G,Salads,FRUIT & VEG,13.96,10.4488,3.5112000000000005,4.0,2026,2026-03-16,2026-03-01,Friday
2026-03-21,LK POTATO SALAD 250G,Salads,FRUIT & VEG,4.99,2.6122,2.3778,1.0,2026,2026-03-16,2026-03-01,Saturday
2026-03-23,LK POTATO SALAD 250G,Salads,FRUIT & VEG,9.98,5.2244,4.7556,2.0,2026,2026-03-23,2026-03-01,Monday
2026-03-24,LK POTATO SALAD 250G,Salads,FRUIT & VEG,4.99,2.6122,2.3778,1.0,2026,2026-03-23,2026-03-01,Tuesday
2026-04-01,LK POTATO SALAD 250G,Salads,FRUIT & VEG,6.4,3.131,3.2690000000000006,2.0,2026,2026-03-30,2026-04-01,Wednesday
2026-04-02,LK POTATO SALAD 250G,Salads,FRUIT & VEG,16.0,7.8275,8.1725,5.0,2026,2026-03-30,2026-04-01,Thursday
2026-04-04,LK POTATO SALAD 250G,Salads,FRUIT & VEG,6.4,3.131,3.2690000000000006,2.0,2026,2026-03-30,2026-04-01,Saturday
2026-04-07,LK POTATO SALAD 250G,Salads,FRUIT & VEG,3.2,1.5655,1.6345000000000003,1.0,2026,2026-04-06,2026-04-01,Tuesday
2026-04-08,LK POTATO SALAD 250G,Salads,FRUIT & VEG,4.99,2.6122,2.3778,1.0,2026,2026-04-06,2026-04-01,Wednesday
2026-04-10,LK POTATO SALAD 250G,Salads,FRUIT & VEG,22.95,13.061,9.889,5.0,2026,2026-04-06,2026-04-01,Friday
2026-04-11,LK POTATO SALAD 250G,Salads,FRUIT & VEG,2.5,2.6122,-0.11220000000000008,1.0,2026,2026-04-06,2026-04-01,Saturday
2026-04-14,LK POTATO SALAD 250G,Salads,FRUIT & VEG,9.98,5.2244,4.7556,2.0,2026,2026-04-13,2026-04-01,Tuesday
2026-04-15,LK POTATO SALAD 250G,Salads,FRUIT & VEG,4.99,2.6122,2.3778,1.0,2026,2026-04-13,2026-04-01,Wednesday
2026-04-16,LK POTATO SALAD 250G,Salads,FRUIT & VEG,14.97,7.8366,7.133400000000001,3.0,2026,2026-04-13,2026-04-01,Thursday
2026-04-21,LK POTATO SALAD 250G,Salads,FRUIT & VEG,4.99,2.6122,2.3778,1.0,2026,2026-04-20,2026-04-01,Tuesday
2026-04-22,LK POTATO SALAD 250G,Salads,FRUIT & VEG,9.98,5.2244,4.7556,2.0,2026,2026-04-20,2026-04-01,Wednesday
2026-04-24,LK POTATO SALAD 250G,Salads,FRUIT & VEG,14.97,7.8366,7.133400000000001,3.0,2026,2026-04-20,2026-04-01,Friday
2026-04-27,LK POTATO SALAD 250G,Salads,FRUIT & VEG,14.97,7.8366,7.133400000000001,3.0,2026,2026-04-27,2026-04-01,Monday
2026-05-02,LK POTATO SALAD 250G,Salads,FRUIT & VEG,4.49,2.6122,1.8778000000000001,1.0,2026,2026-04-27,2026-05-01,Saturday
2026-05-04,LK POTATO SALAD 250G,Salads,FRUIT & VEG,9.48,5.2244,4.2556,2.0,2026,2026-05-04,2026-05-01,Monday
2026-05-06,LK POTATO SALAD 250G,Salads,FRUIT & VEG,4.99,2.6122,2.3778,1.0,2026,2026-05-04,2026-05-01,Wednesday
2026-05-07,LK POTATO SALAD 250G,Salads,FRUIT & VEG,4.99,2.6122,2.3778,1.0,2026,2026-05-04,2026-05-01,Thursday
2026-05-08,LK POTATO SALAD 250G,Salads,FRUIT & VEG,5.98,5.2244,0.7556000000000003,2.0,2026,2026-05-04,2026-05-01,Friday
2026-05-09,LK POTATO SALAD 250G,Salads,FRUIT & VEG,2.99,2.6122,0.37780000000000014,1.0,2026,2026-05-04,2026-05-01,Saturday
2026-03-05,LK POTATO SALAD 800G,Salads,FRUIT & VEG,8.0,10.2,-2.1999999999999993,2.0,2026,2026-03-02,2026-03-01,Thursday
2026-03-06,LK POTATO SALAD 800G,Salads,FRUIT & VEG,15.98,10.2,5.780000000000001,2.0,2026,2026-03-02,2026-03-01,Friday
2026-03-07,LK POTATO SALAD 800G,Salads,FRUIT & VEG,7.99,5.1,2.8900000000000006,1.0,2026,2026-03-02,2026-03-01,Saturday
2026-03-10,LK POTATO SALAD 800G,Salads,FRUIT & VEG,15.98,10.2,5.780000000000001,2.0,2026,2026-03-09,2026-03-01,Tuesday
2026-03-12,LK POTATO SALAD 800G,Salads,FRUIT & VEG,31.96,20.4,11.560000000000002,4.0,2026,2026-03-09,2026-03-01,Thursday
2026-03-13,LK POTATO SALAD 800G,Salads,FRUIT & VEG,7.99,5.1,2.8900000000000006,1.0,2026,2026-03-09,2026-03-01,Friday
2026-03-16,LK POTATO SALAD 800G,Salads,FRUIT & VEG,4.0,5.1,-1.0999999999999996,1.0,2026,2026-03-16,2026-03-01,Monday
2026-03-17,LK POTATO SALAD 800G,Salads,FRUIT & VEG,4.0,5.1,-1.0999999999999996,1.0,2026,2026-03-16,2026-03-01,Tuesday
2026-03-18,LK POTATO SALAD 800G,Salads,FRUIT & VEG,7.99,5.1,2.8900000000000006,1.0,2026,2026-03-16,2026-03-01,Wednesday
2026-03-19,LK POTATO SALAD 800G,Salads,FRUIT & VEG,25.95,25.5,0.4499999999999993,5.0,2026,2026-03-16,2026-03-01,Thursday
2026-03-21,LK POTATO SALAD 800G,Salads,FRUIT & VEG,7.99,5.1,2.8900000000000006,1.0,2026,2026-03-16,2026-03-01,Saturday
2026-03-23,LK POTATO SALAD 800G,Salads,FRUIT & VEG,9.98,10.2,-0.21999999999999886,2.0,2026,2026-03-23,2026-03-01,Monday
2026-03-24,LK POTATO SALAD 800G,Salads,FRUIT & VEG,15.98,10.2,5.780000000000001,2.0,2026,2026-03-23,2026-03-01,Tuesday
2026-03-25,LK POTATO SALAD 800G,Salads,FRUIT & VEG,7.99,5.1,2.8900000000000006,1.0,2026,2026-03-23,2026-03-01,Wednesday
2026-03-27,LK POTATO SALAD 800G,Salads,FRUIT & VEG,7.99,5.1,2.8900000000000006,1.0,2026,2026-03-23,2026-03-01,Friday
2026-03-28,LK POTATO SALAD 800G,Salads,FRUIT & VEG,7.99,5.1,2.8900000000000006,1.0,2026,2026-03-23,2026-03-01,Saturday
2026-03-30,LK POTATO SALAD 800G,Salads,FRUIT & VEG,7.99,5.1,2.8900000000000006,1.0,2026,2026-03-30,2026-03-01,Monday
2026-03-31,LK POTATO SALAD 800G,Salads,FRUIT & VEG,15.98,10.2,5.780000000000001,2.0,2026,2026-03-30,2026-03-01,Tuesday
2026-04-01,LK POTATO SALAD 800G,Salads,FRUIT & VEG,15.98,9.18,6.800000000000001,2.0,2026,2026-03-30,2026-04-01,Wednesday
2026-04-02,LK POTATO SALAD 800G,Salads,FRUIT & VEG,37.95,22.95,15.000000000000004,5.0,2026,2026-03-30,2026-04-01,Thursday
2026-04-07,LK POTATO SALAD 800G,Salads,FRUIT & VEG,31.96,18.36,13.600000000000001,4.0,2026,2026-04-06,2026-04-01,Tuesday
2026-04-09,LK POTATO SALAD 800G,Salads,FRUIT & VEG,36.0,27.54,8.46,6.0,2026,2026-04-06,2026-04-01,Thursday
2026-04-10,LK POTATO SALAD 800G,Salads,FRUIT & VEG,6.0,4.59,1.4100000000000001,1.0,2026,2026-04-06,2026-04-01,Friday
2026-04-11,LK POTATO SALAD 800G,Salads,FRUIT & VEG,6.0,9.18,-3.1799999999999997,2.0,2026,2026-04-06,2026-04-01,Saturday
2026-04-13,LK POTATO SALAD 800G,Salads,FRUIT & VEG,3.0,4.59,-1.5899999999999999,1.0,2026,2026-04-13,2026-04-01,Monday
2026-04-17,LK POTATO SALAD 800G,Salads,FRUIT & VEG,23.97,13.77,10.2,3.0,2026,2026-04-13,2026-04-01,Friday
2026-04-18,LK POTATO SALAD 800G,Salads,FRUIT & VEG,7.99,4.59,3.4000000000000004,1.0,2026,2026-04-13,2026-04-01,Saturday
2026-04-21,LK POTATO SALAD 800G,Salads,FRUIT & VEG,7.99,4.59,3.4000000000000004,1.0,2026,2026-04-20,2026-04-01,Tuesday
2026-04-22,LK POTATO SALAD 800G,Salads,FRUIT & VEG,6.0,4.59,1.4100000000000001,1.0,2026,2026-04-20,2026-04-01,Wednesday
2026-04-23,LK POTATO SALAD 800G,Salads,FRUIT & VEG,18.0,13.77,4.23,3.0,2026,2026-04-20,2026-04-01,Thursday
2026-04-24,LK POTATO SALAD 800G,Salads,FRUIT & VEG,12.0,9.18,2.8200000000000003,2.0,2026,2026-04-20,2026-04-01,Friday
2026-04-28,LK POTATO SALAD 800G,Salads,FRUIT & VEG,6.0,4.59,1.4100000000000001,1.0,2026,2026-04-27,2026-04-01,Tuesday
2026-04-29,LK POTATO SALAD 800G,Salads,FRUIT & VEG,23.97,14.28,9.69,3.0,2026,2026-04-27,2026-04-01,Wednesday
2026-05-04,LK POTATO SALAD 800G,Salads,FRUIT & VEG,23.97,13.77,10.2,3.0,2026,2026-05-04,2026-05-01,Monday
2026-05-05,LK POTATO SALAD 800G,Salads,FRUIT & VEG,15.98,9.18,6.800000000000001,2.0,2026,2026-05-04,2026-05-01,Tuesday
2026-05-06,LK POTATO SALAD 800G,Salads,FRUIT & VEG,7.99,4.59,3.4000000000000004,1.0,2026,2026-05-04,2026-05-01,Wednesday
2026-05-08,LK POTATO SALAD 800G,Salads,FRUIT & VEG,15.98,9.18,6.800000000000001,2.0,2026,2026-05-04,2026-05-01,Friday
2026-05-14,LK POTATO SALAD 800G,Salads,FRUIT & VEG,7.99,4.59,3.4000000000000004,1.0,2026,2026-05-11,2026-05-01,Thursday
2026-03-06,LOOSE BABY SPINACH,Salads,FRUIT & VEG,4.9,3.2375,1.6625000000000005,0.175,2026,2026-03-02,2026-03-01,Friday
2026-03-07,LOOSE BABY SPINACH,Salads,FRUIT & VEG,0.42,0.2775,0.14249999999999996,0.015,2026,2026-03-02,2026-03-01,Saturday
2026-03-11,LOOSE BABY SPINACH,Salads,FRUIT & VEG,11.2,7.4,3.799999999999999,0.4,2026,2026-03-09,2026-03-01,Wednesday
2026-03-13,LOOSE BABY SPINACH,Salads,FRUIT & VEG,0.56,0.37,0.19000000000000006,0.02,2026,2026-03-09,2026-03-01,Friday
2026-03-16,LOOSE BABY SPINACH,Salads,FRUIT & VEG,6.93,4.81,2.12,0.26,2026,2026-03-16,2026-03-01,Monday
2026-03-17,LOOSE BABY SPINACH,Salads,FRUIT & VEG,0.7,0.4625,0.23749999999999993,0.025,2026,2026-03-16,2026-03-01,Tuesday
2026-03-20,LOOSE BABY SPINACH,Salads,FRUIT & VEG,2.94,1.9425,0.9975,0.105,2026,2026-03-16,2026-03-01,Friday
2026-03-21,LOOSE BABY SPINACH,Salads,FRUIT & VEG,1.68,1.11,0.5699999999999998,0.06,2026,2026-03-16,2026-03-01,Saturday
2026-03-23,LOOSE BABY SPINACH,Salads,FRUIT & VEG,3.5,2.3125,1.1875,0.125,2026,2026-03-23,2026-03-01,Monday
2026-03-25,LOOSE BABY SPINACH,Salads,FRUIT & VEG,5.74,3.7925,1.9475000000000002,0.205,2026,2026-03-23,2026-03-01,Wednesday
2026-03-27,LOOSE BABY SPINACH,Salads,FRUIT & VEG,0.56,0.37,0.19000000000000006,0.02,2026,2026-03-23,2026-03-01,Friday
2026-03-28,LOOSE BABY SPINACH,Salads,FRUIT & VEG,1.82,1.2025,0.6175000000000002,0.065,2026,2026-03-23,2026-03-01,Saturday
2026-03-31,LOOSE BABY SPINACH,Salads,FRUIT & VEG,3.78,2.4975,1.2824999999999998,0.135,2026,2026-03-30,2026-03-01,Tuesday
2026-04-01,LOOSE BABY SPINACH,Salads,FRUIT & VEG,1.12,0.74,0.3800000000000001,0.04,2026,2026-03-30,2026-04-01,Wednesday
2026-04-02,LOOSE BABY SPINACH,Salads,FRUIT & VEG,4.47,3.0525,1.4174999999999995,0.165,2026,2026-03-30,2026-04-01,Thursday
2026-04-07,LOOSE BABY SPINACH,Salads,FRUIT & VEG,3.5,2.3125,1.1875,0.125,2026,2026-04-06,2026-04-01,Tuesday
2026-04-08,LOOSE BABY SPINACH,Salads,FRUIT & VEG,2.1,1.3875,0.7125000000000001,0.075,2026,2026-04-06,2026-04-01,Wednesday
2026-04-09,LOOSE BABY SPINACH,Salads,FRUIT & VEG,2.38,1.5725,0.8074999999999999,0.085,2026,2026-04-06,2026-04-01,Thursday
2026-04-10,LOOSE BABY SPINACH,Salads,FRUIT & VEG,3.64,2.405,1.2350000000000003,0.13,2026,2026-04-06,2026-04-01,Friday
2026-04-11,LOOSE BABY SPINACH,Salads,FRUIT & VEG,2.1,1.3875,0.7125000000000001,0.075,2026,2026-04-06,2026-04-01,Saturday
2026-04-13,LOOSE BABY SPINACH,Salads,FRUIT & VEG,5.18,3.4225,1.7574999999999998,0.185,2026,2026-04-13,2026-04-01,Monday
2026-04-14,LOOSE BABY SPINACH,Salads,FRUIT & VEG,1.4,0.925,0.47499999999999987,0.05,2026,2026-04-13,2026-04-01,Tuesday
2026-04-16,LOOSE BABY SPINACH,Salads,FRUIT & VEG,7.98,5.2725,2.7075000000000005,0.285,2026,2026-04-13,2026-04-01,Thursday
2026-04-17,LOOSE BABY SPINACH,Salads,FRUIT & VEG,1.82,1.2025,0.6175000000000002,0.065,2026,2026-04-13,2026-04-01,Friday
2026-04-20,LOOSE BABY SPINACH,Salads,FRUIT & VEG,1.26,0.8325,0.4275,0.045,2026,2026-04-20,2026-04-01,Monday
2026-04-21,LOOSE BABY SPINACH,Salads,FRUIT & VEG,2.66,1.7575,0.9025000000000001,0.095,2026,2026-04-20,2026-04-01,Tuesday
2026-04-23,LOOSE BABY SPINACH,Salads,FRUIT & VEG,1.12,0.74,0.3800000000000001,0.04,2026,2026-04-20,2026-04-01,Thursday
2026-04-24,LOOSE BABY SPINACH,Salads,FRUIT & VEG,0.56,0.37,0.19000000000000006,0.02,2026,2026-04-20,2026-04-01,Friday
2026-03-05,MANDARINES PER KG,Fruit,FRUIT & VEG,10.38,7.4678,2.9122000000000003,0.611,2026,2026-03-02,2026-03-01,Thursday
2026-03-06,MANDARINES PER KG,Fruit,FRUIT & VEG,34.29,24.6644,9.625599999999999,2.018,2026,2026-03-02,2026-03-01,Friday
2026-03-07,MANDARINES PER KG,Fruit,FRUIT & VEG,6.22,4.4733,1.7466999999999997,0.366,2026,2026-03-02,2026-03-01,Saturday
2026-03-10,MANDARINES PER KG,Fruit,FRUIT & VEG,8.37,6.0256,2.3443999999999994,0.493,2026,2026-03-09,2026-03-01,Tuesday
2026-03-11,MANDARINES PER KG,Fruit,FRUIT & VEG,30.6,22.5989,8.001100000000001,1.849,2026,2026-03-09,2026-03-01,Wednesday
2026-03-12,MANDARINES PER KG,Fruit,FRUIT & VEG,11.91,8.5678,3.3422,0.701,2026,2026-03-09,2026-03-01,Thursday
2026-03-13,MANDARINES PER KG,Fruit,FRUIT & VEG,21.89,15.7422,6.1478,1.288,2026,2026-03-09,2026-03-01,Friday
2026-03-14,MANDARINES PER KG,Fruit,FRUIT & VEG,1.89,1.3567,0.5332999999999999,0.111,2026,2026-03-09,2026-03-01,Saturday
2026-03-16,MANDARINES PER KG,Fruit,FRUIT & VEG,4.09,2.6778,1.4122,0.241,2026,2026-03-16,2026-03-01,Monday
2026-03-17,MANDARINES PER KG,Fruit,FRUIT & VEG,16.79,10.9777,5.812299999999999,0.988,2026,2026-03-16,2026-03-01,Tuesday
2026-03-18,MANDARINES PER KG,Fruit,FRUIT & VEG,24.6,16.0889,8.511100000000003,1.448,2026,2026-03-16,2026-03-01,Wednesday
2026-03-20,MANDARINES PER KG,Fruit,FRUIT & VEG,32.0,20.9223,11.0777,1.883,2026,2026-03-16,2026-03-01,Friday
2026-03-21,MANDARINES PER KG,Fruit,FRUIT & VEG,4.09,2.6778,1.4122,0.241,2026,2026-03-16,2026-03-01,Saturday
2026-03-23,MANDARINES PER KG,Fruit,FRUIT & VEG,16.16,10.5667,5.593299999999999,0.951,2026,2026-03-23,2026-03-01,Monday
2026-03-24,MANDARINES PER KG,Fruit,FRUIT & VEG,17.03,11.1333,5.896700000000001,1.002,2026,2026-03-23,2026-03-01,Tuesday
2026-03-25,MANDARINES PER KG,Fruit,FRUIT & VEG,10.74,7.0222,3.7178000000000004,0.632,2026,2026-03-23,2026-03-01,Wednesday
2026-03-26,MANDARINES PER KG,Fruit,FRUIT & VEG,8.26,5.4,2.8599999999999994,0.486,2026,2026-03-23,2026-03-01,Thursday
2026-03-27,MANDARINES PER KG,Fruit,FRUIT & VEG,17.37,12.0222,5.347800000000001,1.082,2026,2026-03-23,2026-03-01,Friday
2026-03-28,MANDARINES PER KG,Fruit,FRUIT & VEG,3.92,2.5667,1.3533,0.231,2026,2026-03-23,2026-03-01,Saturday
2026-03-31,MANDARINES PER KG,Fruit,FRUIT & VEG,31.99,20.1543,11.8357,2.134,2026,2026-03-30,2026-03-01,Tuesday
2026-04-01,MANDARINES PER KG,Fruit,FRUIT & VEG,8.8,5.5439,3.256100000000001,0.587,2026,2026-03-30,2026-04-01,Wednesday
2026-04-02,MANDARINES PER KG,Fruit,FRUIT & VEG,6.91,4.3539,2.5561,0.461,2026,2026-03-30,2026-04-01,Thursday
2026-04-04,MANDARINES PER KG,Fruit,FRUIT & VEG,11.87,7.4799,4.3900999999999994,0.792,2026,2026-03-30,2026-04-01,Saturday
2026-04-07,MANDARINES PER KG,Fruit,FRUIT & VEG,10.75,6.7717,3.9783,0.717,2026,2026-04-06,2026-04-01,Tuesday
