Date,Store Name,Department Name,Department Sort,APN,Name,Sub Department Name,Sales Inc GST,Cost Ex GST,Cost Inc GST,GP %,Lines,GP $,Quantity,Sales Ex GST,Store Sales Ex,Store Sales Inc,year,DayOfWeek,Week,GP_pct_num,is_loose,cycle_start,baseline_gp,gp_gap,is_special,is_markdown
2025-01-17,Foodland Wudinna,FRUIT & VEG,5,105.0,APPLES GRANNY SMITH,Fruit,10.5,6.0638,6.0638,42.25,2,4.4362,1.617,10.5,10.5,10.5,2025,Friday,3,42.25,False,2025-01-15,41.52,0.7299999999999969,0,0
2025-01-17,Foodland Wudinna,FRUIT & VEG,5,200250.0,STRAWBERRIES PER PUNNET,Fruit,215.04,135.0,135.0,37.22,36,80.04,36.0,215.04,215.04,215.04,2025,Friday,3,37.22,False,2025-01-15,37.05,0.1700000000000017,0,0
2025-01-17,Foodland Wudinna,FRUIT & VEG,5,268245.0,PINEAPPLE FRESH HALF,Fruit,2.99,1.775,1.775,40.64,1,1.215,1.0,2.99,2.99,2.99,2025,Friday,3,40.64,False,2025-01-15,40.64,0.0,0,0
2025-01-17,Foodland Wudinna,FRUIT & VEG,5,269578.0,PARSLEY PRE PACKED,Vegetables,2.99,1.8,1.8,39.8,1,1.19,1.0,2.99,2.99,2.99,2025,Friday,3,39.8,False,2025-01-15,39.8,0.0,0,0
2025-01-17,Foodland Wudinna,FRUIT & VEG,5,230.0,NECTARINES YELLOW,Fruit,9.2,5.755,5.755,37.45,1,3.445,1.151,9.2,9.2,9.2,2025,Friday,3,37.45,False,2025-01-15,39.91,-2.4599999999999937,0,0
2025-01-17,Foodland Wudinna,FRUIT & VEG,5,231.0,NECTARINES WHITE,Fruit,21.92,12.544,12.544,42.77,6,9.376,3.136,21.92,21.92,21.92,2025,Friday,3,42.77,False,2025-01-15,39.93,2.8400000000000034,0,0
2025-01-18,Foodland Wudinna,FRUIT & VEG,5,231.0,NECTARINES WHITE,Fruit,3.01,1.724,1.724,42.72,1,1.286,0.431,3.01,3.01,3.01,2025,Saturday,3,42.72,False,2025-01-15,39.93,2.789999999999999,0,0
2025-01-18,Foodland Wudinna,FRUIT & VEG,5,236.0,PASSIONFRUIT,Fruit,7.47,4.5,4.5,39.76,3,2.97,3.0,7.47,7.47,7.47,2025,Saturday,3,39.76,False,2025-01-15,39.76,0.0,0,0
2025-01-18,Foodland Wudinna,FRUIT & VEG,5,97923543240.0,"DATES - MEDJOOL
227G PACK",Fruit,19.38,11.6666,11.6666,39.8,2,7.7134,2.0,19.38,19.38,19.38,2025,Saturday,3,39.8,False,2025-01-15,39.8,0.0,0,0
2025-01-18,Foodland Wudinna,FRUIT & VEG,5,105.0,APPLES GRANNY SMITH,Fruit,1.79,1.035,1.035,42.18,1,0.755,0.276,1.79,1.79,1.79,2025,Saturday,3,42.18,False,2025-01-15,41.52,0.6599999999999966,0,0
2025-01-18,Foodland Wudinna,FRUIT & VEG,5,200250.0,STRAWBERRIES PER PUNNET,Fruit,47.92,30.0,30.0,37.4,8,17.92,8.0,47.92,47.92,47.92,2025,Saturday,3,37.4,False,2025-01-15,37.05,0.3500000000000014,0,0
2025-01-18,Foodland Wudinna,FRUIT & VEG,5,501.0,CABBAGE HALF,Vegetables,9.16,5.0,5.0,45.41,4,4.16,4.0,9.16,9.16,9.16,2025,Saturday,3,45.41,False,2025-01-15,45.41,0.0,0,0
2025-01-18,Foodland Wudinna,FRUIT & VEG,5,504.0,CABBAGE CHINESE HALF,Vegetables,7.99,5.0,5.0,37.42,1,2.99,1.0,7.99,7.99,7.99,2025,Saturday,3,37.42,False,2025-01-15,42.22,-4.799999999999997,0,0
2025-01-18,Foodland Wudinna,FRUIT & VEG,5,432.0,"TOMATOES -
 CHERRY PUNNET 250G",Fruit,15.96,9.6,9.6,39.85,4,6.36,4.0,15.96,15.96,15.96,2025,Saturday,3,39.85,False,2025-01-15,39.85,0.0,0,0
2025-01-18,Foodland Wudinna,FRUIT & VEG,5,441.0,CELERY LARGE,Vegetables,5.99,3.5,3.5,41.57,1,2.49,1.0,5.99,5.99,5.99,2025,Saturday,3,41.57,False,2025-01-15,39.88,1.6899999999999977,0,0
2025-01-18,Foodland Wudinna,FRUIT & VEG,5,460.0,CARROTS               1 KG,Vegetables,16.03,9.1,9.1,43.23,7,6.93,7.0,16.03,16.03,16.03,2025,Saturday,3,43.23,False,2025-01-15,43.23,0.0,0,0
2025-01-18,Foodland Wudinna,FRUIT & VEG,5,498.0,CABBAGE RED QUARTER,Vegetables,14.9,9.375,9.375,37.08,10,5.525,10.0,14.9,14.9,14.9,2025,Saturday,3,37.08,False,2025-01-15,41.94,-4.859999999999999,0,0
2025-01-18,Foodland Wudinna,FRUIT & VEG,5,500.0,CABBAGE WHOLE,Vegetables,4.29,2.5,2.5,41.72,1,1.79,1.0,4.29,4.29,4.29,2025,Saturday,3,41.72,False,2025-01-15,42.36,-0.6400000000000006,0,0
2025-01-18,Foodland Wudinna,FRUIT & VEG,5,451.0,CAULIFLOWER HALF,Vegetables,7.47,4.5,4.5,39.76,3,2.97,3.0,7.47,7.47,7.47,2025,Saturday,3,39.76,False,2025-01-15,42.845,-3.085000000000001,0,0
2025-01-18,Foodland Wudinna,FRUIT & VEG,5,707.0,ONIONS PRE PACK 1KG BROWN,Vegetables,33.21,18.0,18.0,45.8,9,15.21,9.0,33.21,33.21,33.21,2025,Saturday,3,45.8,False,2025-01-15,43.76,2.039999999999999,0,0
2025-01-18,Foodland Wudinna,FRUIT & VEG,5,529.0,CUCUMBER CONTINENTAL,Vegetables,34.11,20.16,20.16,40.9,9,13.95,9.0,34.11,34.11,34.11,2025,Saturday,3,40.9,False,2025-01-15,41.5,-0.6000000000000014,0,0
2025-01-18,Foodland Wudinna,FRUIT & VEG,5,611.0,POTATOES -  WASHED 2.5KG BAG,Potatoes,39.95,23.75,23.75,40.55,5,16.2,5.0,39.95,39.95,39.95,2025,Saturday,3,40.55,False,2025-01-15,40.86,-0.3100000000000023,0,0
2025-01-18,Foodland Wudinna,FRUIT & VEG,5,431.0,TOMATOES - PRE-PACK 1KG,Fruit,5.99,3.5,3.5,41.57,1,2.49,1.0,5.99,5.99,5.99,2025,Saturday,3,41.57,False,2025-01-15,41.57,0.0,0,0
2025-01-18,Foodland Wudinna,FRUIT & VEG,5,406.0,CABBAGE QUARTER,Vegetables,5.16,2.5,2.5,51.55,4,2.66,4.0,5.16,5.16,5.16,2025,Saturday,3,51.55,False,2025-01-15,51.55,0.0,0,0
2025-01-18,Foodland Wudinna,FRUIT & VEG,5,9310246050228.0,COMM CO COLESLAW         200GM,Salads,5.97,4.32,4.32,27.64,3,1.65,3.0,5.97,5.97,5.97,2025,Saturday,3,27.64,False,2025-01-15,27.64,0.0,0,0
2025-01-18,Foodland Wudinna,FRUIT & VEG,5,9310246050358.0,COMM CO KALESLAW KIT     400GM,Salads,25.96,19.2864,19.2864,25.71,4,6.6736,4.0,25.96,25.96,25.96,2025,Saturday,3,25.71,False,2025-01-15,25.71,0.0,0,0
2025-01-18,Foodland Wudinna,FRUIT & VEG,5,9312444000913.0,"MUSHROOMS
BUTTON P/P 500G",Vegetables,7.99,5.2,5.2,34.92,1,2.79,1.0,7.99,7.99,7.99,2025,Saturday,3,34.92,False,2025-01-15,15.0,19.92,0,0
2025-01-18,Foodland Wudinna,FRUIT & VEG,5,9313711002661.0,TOMATOES - PREPACK 500G,Fruit,9.0,7.5,7.5,16.67,3,1.5,3.0,9.0,9.0,9.0,2025,Saturday,3,16.67,False,2025-01-15,39.88,-23.21,1,0
2025-01-18,Foodland Wudinna,FRUIT & VEG,5,9316695006175.0,S/TASTY SLD SEAFOOD      275GM,Salads,18.0,12.15,12.15,32.5,3,5.85,3.0,18.0,18.0,18.0,2025,Saturday,3,32.5,False,2025-01-15,35.62,-3.1199999999999974,0,0
2025-01-18,Foodland Wudinna,FRUIT & VEG,5,9317792000028.0,HERBS - FRESH ASSTD VARIETIES,Vegetables,3.99,2.4,2.4,39.85,1,1.59,1.0,3.99,3.99,3.99,2025,Saturday,3,39.85,False,2025-01-15,39.85,0.0,0,0
2025-01-18,Foodland Wudinna,FRUIT & VEG,5,9318085022413.0,POTATOES - KESTRAL 2KG BAG,Potatoes,14.4,11.4,11.4,20.83,3,3.0,3.0,14.4,14.4,14.4,2025,Saturday,3,20.83,False,2025-01-15,39.92,-19.090000000000003,1,0
2025-01-18,Foodland Wudinna,FRUIT & VEG,5,9312444000890.0,MUSHROOM - PREPACK BUTTON 200G,Vegetables,4.99,3.0,3.0,39.88,1,1.99,1.0,4.99,4.99,4.99,2025,Saturday,3,39.88,False,2025-01-15,39.88,0.0,1,0
2025-01-18,Foodland Wudinna,FRUIT & VEG,5,9322578001045.0,FRESH HERBS,Vegetables,3.99,2.4,2.4,39.85,1,1.59,1.0,3.99,3.99,3.99,2025,Saturday,3,39.85,False,2025-01-15,39.85,0.0,0,0
2025-01-18,Foodland Wudinna,FRUIT & VEG,5,9322578001267.0,R/BOW FRESH SWEET MIX 120GMS,Salads,27.96,25.0,25.0,10.59,10,2.96,10.0,27.96,27.96,27.96,2025,Saturday,3,10.59,False,2025-01-15,37.34,-26.750000000000004,0,1
2025-01-18,Foodland Wudinna,FRUIT & VEG,5,9335567000028.0,"LETTUCE BABY COS
 TWIN PACK",Vegetables,19.16,11.6,11.6,39.46,4,7.56,4.0,19.16,19.16,19.16,2025,Saturday,3,39.46,False,2025-01-15,40.5,-1.0399999999999991,0,0
2025-01-18,Foodland Wudinna,FRUIT & VEG,5,9337441000018.0,"MUSHROOMS - SLICED
 200G PREPACK",Vegetables,4.99,3.0,3.0,39.88,1,1.99,1.0,4.99,4.99,4.99,2025,Saturday,3,39.88,False,2025-01-15,39.88,0.0,0,0
2025-01-18,Foodland Wudinna,FRUIT & VEG,5,9323150000203.0,SNOW PEAS PRE PACK 150G,Vegetables,23.97,15.0,15.0,37.42,3,8.97,3.0,23.97,23.97,23.97,2025,Saturday,3,37.42,False,2025-01-15,37.42,0.0,0,0
2025-01-18,Foodland Wudinna,FRUIT & VEG,5,9339562011775.0,LK POTATO SALAD 250G,Salads,7.98,5.2244,5.2244,34.53,2,2.7556,2.0,7.98,7.98,7.98,2025,Saturday,3,34.53,False,2025-01-15,34.53,0.0,0,0
2025-01-18,Foodland Wudinna,FRUIT & VEG,5,9339562011812.0,LK COLESLAW SALAD 250G,Salads,3.99,2.6122,2.6122,34.53,1,1.3778,1.0,3.99,3.99,3.99,2025,Saturday,3,34.53,False,2025-01-15,34.53,0.0,0,0
2025-01-18,Foodland Wudinna,FRUIT & VEG,5,9339562011836.0,LK POTATO SALAD 800G,Salads,7.99,4.69,4.69,41.3,1,3.3,1.0,7.99,7.99,7.99,2025,Saturday,3,41.3,False,2025-01-15,36.17,5.1299999999999955,0,0
2025-01-18,Foodland Wudinna,FRUIT & VEG,5,9340187000037.0,CUCUMBER BABY LEBANESE P/PACK 250GMS,Vegetables,21.96,13.0,13.0,40.8,4,8.96,4.0,21.96,21.96,21.96,2025,Saturday,3,40.8,False,2025-01-15,40.525,0.2749999999999986,0,0
2025-01-18,Foodland Wudinna,FRUIT & VEG,5,9340187000082.0,TOMATOES - MINI ROMA 200GM PUNNET,Fruit,3.99,2.4,2.4,39.85,1,1.59,1.0,3.99,3.99,3.99,2025,Saturday,3,39.85,False,2025-01-15,39.85,0.0,0,0
2025-01-18,Foodland Wudinna,FRUIT & VEG,5,9322578009300.0,R/BOW FRESH MESCULIN MIX 120GMS,Salads,11.97,7.5,7.5,37.34,3,4.47,3.0,11.97,11.97,11.97,2025,Saturday,3,37.34,False,2025-01-15,37.34,0.0,0,0
2025-01-18,Foodland Wudinna,FRUIT & VEG,5,9322578009317.0,R/BOW FRESH BABY SPINACH 120G,Salads,27.93,17.5,17.5,37.34,7,10.43,7.0,27.93,27.93,27.93,2025,Saturday,3,37.34,False,2025-01-15,36.74,0.6000000000000014,0,0
2025-01-18,Foodland Wudinna,FRUIT & VEG,5,9344372004114.0,CREAT/GOURM P/FRUIT CUBE 400GM,Fruit,4.0,2.9087,2.9087,27.28,1,1.0913,1.0,4.0,4.0,4.0,2025,Saturday,3,27.28,False,2025-01-15,34.41,-7.1299999999999955,0,0
2025-01-18,Foodland Wudinna,FRUIT & VEG,5,93536240.0,BLUEBERRIES 125G,Fruit,28.0,26.0,26.0,7.14,8,2.0,8.0,28.0,28.0,28.0,2025,Saturday,3,7.14,False,2025-01-15,38.53,-31.39,1,0
2025-01-18,Foodland Wudinna,FRUIT & VEG,5,9369999052256.0,SWEET CORN PRE PACK 500GMS,Vegetables,5.99,3.5,3.5,41.57,1,2.49,1.0,5.99,5.99,5.99,2025,Saturday,3,41.57,False,2025-01-15,39.92,1.6499999999999986,0,0
2025-01-18,Foodland Wudinna,FRUIT & VEG,5,9320409000465.0,"BEAN SPROUTS
350G BAG",Vegetables,8.58,5.0,5.0,41.72,2,3.58,2.0,8.58,8.58,8.58,2025,Saturday,3,41.72,False,2025-01-15,41.72,0.0,0,0
2025-01-18,Foodland Wudinna,FRUIT & VEG,5,9321942001186.0,P/PICK PINK LADY APPLES1.5KG,Fruit,7.8,5.6,5.6,28.21,2,2.2,2.0,7.8,7.8,7.8,2025,Saturday,3,28.21,False,2025-01-15,28.21,0.0,0,0
2025-01-20,Foodland Wudinna,FRUIT & VEG,5,9320142246892.0,"SNOW PEA SPROUTS
PUNNETS 100G",Vegetables,9.38,5.6,5.6,40.3,2,3.78,2.0,9.38,9.38,9.38,2025,Monday,4,40.3,False,2025-01-15,40.3,0.0,0,0
2025-01-20,Foodland Wudinna,FRUIT & VEG,5,9320409000014.0,BEAN SPROUTS 125GMS,Vegetables,16.0,10.0,10.0,37.5,4,6.0,4.0,16.0,16.0,16.0,2025,Monday,4,37.5,False,2025-01-15,37.5,0.0,0,0
2025-01-20,Foodland Wudinna,FRUIT & VEG,5,9321942001186.0,P/PICK PINK LADY APPLES1.5KG,Fruit,7.8,5.6,5.6,28.21,2,2.2,2.0,7.8,7.8,7.8,2025,Monday,4,28.21,False,2025-01-15,28.21,0.0,0,0
2025-01-20,Foodland Wudinna,FRUIT & VEG,5,9340187000082.0,TOMATOES - MINI ROMA 200GM PUNNET,Fruit,7.98,4.8,4.8,39.85,2,3.18,2.0,7.98,7.98,7.98,2025,Monday,4,39.85,False,2025-01-15,39.85,0.0,0,0
2025-01-20,Foodland Wudinna,FRUIT & VEG,5,9340964000120.0,TOMATOES - CHERRY SAMPARI TRUSS 250G,Fruit,8.98,5.0,5.0,44.32,2,3.98,2.0,8.98,8.98,8.98,2025,Monday,4,44.32,False,2025-01-15,40.09,4.229999999999997,0,0
2025-01-20,Foodland Wudinna,FRUIT & VEG,5,9322578009393.0,R/BOW FRESH KALE P/PACK 250GM,Salads,5.29,3.1,3.1,41.4,1,2.19,1.0,5.29,5.29,5.29,2025,Monday,4,41.4,False,2025-01-15,41.4,0.0,0,0
2025-01-20,Foodland Wudinna,FRUIT & VEG,5,9323150000203.0,SNOW PEAS PRE PACK 150G,Vegetables,23.97,15.0,15.0,37.42,3,8.97,3.0,23.97,23.97,23.97,2025,Monday,4,37.42,False,2025-01-15,37.42,0.0,0,0
2025-01-20,Foodland Wudinna,FRUIT & VEG,5,9322578001045.0,FRESH HERBS,Vegetables,1.6,2.4,2.4,-50.0,1,-0.8,1.0,1.6,1.6,1.6,2025,Monday,4,-50.0,False,2025-01-15,39.85,-89.85,0,1
2025-01-20,Foodland Wudinna,FRUIT & VEG,5,9322578001267.0,R/BOW FRESH SWEET MIX 120GMS,Salads,19.95,12.5,12.5,37.34,5,7.45,5.0,19.95,19.95,19.95,2025,Monday,4,37.34,False,2025-01-15,37.34,0.0,0,0
2025-01-20,Foodland Wudinna,FRUIT & VEG,5,9335567000028.0,"LETTUCE BABY COS
 TWIN PACK",Vegetables,28.74,17.4,17.4,39.46,6,11.34,6.0,28.74,28.74,28.74,2025,Monday,4,39.46,False,2025-01-15,40.5,-1.0399999999999991,0,0
2025-01-20,Foodland Wudinna,FRUIT & VEG,5,9337441000018.0,"MUSHROOMS - SLICED
 200G PREPACK",Vegetables,4.99,3.0,3.0,39.88,1,1.99,1.0,4.99,4.99,4.99,2025,Monday,4,39.88,False,2025-01-15,39.88,0.0,0,0
2025-01-20,Foodland Wudinna,FRUIT & VEG,5,9339562011843.0,LK COLESLAW SALAD 800G,Salads,7.99,4.69,4.69,41.3,1,3.3,1.0,7.99,7.99,7.99,2025,Monday,4,41.3,False,2025-01-15,36.17,5.1299999999999955,0,0
2025-01-20,Foodland Wudinna,FRUIT & VEG,5,9340187000037.0,CUCUMBER BABY LEBANESE P/PACK 250GMS,Vegetables,43.92,26.0,26.0,40.8,8,17.92,8.0,43.92,43.92,43.92,2025,Monday,4,40.8,False,2025-01-15,40.525,0.2749999999999986,0,0
2025-01-20,Foodland Wudinna,FRUIT & VEG,5,9339562011775.0,LK POTATO SALAD 250G,Salads,11.97,7.8366,7.8366,34.53,3,4.1334,3.0,11.97,11.97,11.97,2025,Monday,4,34.53,False,2025-01-15,34.53,0.0,0,0
2025-01-20,Foodland Wudinna,FRUIT & VEG,5,9339562011812.0,LK COLESLAW SALAD 250G,Salads,15.96,10.4488,10.4488,34.53,4,5.5112,4.0,15.96,15.96,15.96,2025,Monday,4,34.53,False,2025-01-15,34.53,0.0,0,0
2025-01-20,Foodland Wudinna,FRUIT & VEG,5,9369999052256.0,SWEET CORN PRE PACK 500GMS,Vegetables,11.98,7.0,7.0,41.57,2,4.98,2.0,11.98,11.98,11.98,2025,Monday,4,41.57,False,2025-01-15,39.92,1.6499999999999986,0,0
2025-01-20,Foodland Wudinna,FRUIT & VEG,5,9415835000032.0,"KIWI FRUIT
600GM P/PACK",Fruit,32.97,20.55,20.55,37.67,3,12.42,3.0,32.97,32.97,32.97,2025,Monday,4,37.67,False,2025-01-15,37.67,0.0,0,0
2025-01-20,Foodland Wudinna,FRUIT & VEG,5,9322578009300.0,R/BOW FRESH MESCULIN MIX 120GMS,Salads,23.94,15.0,15.0,37.34,6,8.94,6.0,23.94,23.94,23.94,2025,Monday,4,37.34,False,2025-01-15,37.34,0.0,0,0
2025-01-20,Foodland Wudinna,FRUIT & VEG,5,9322578009317.0,R/BOW FRESH BABY SPINACH 120G,Salads,39.91,24.2,24.2,39.36,11,15.71,11.0,39.91,39.91,39.91,2025,Monday,4,39.36,False,2025-01-15,36.74,2.6199999999999974,0,0
2025-01-20,Foodland Wudinna,FRUIT & VEG,5,9344372004121.0,CREAT/GOURM DRAGON FRT   400GM,Fruit,16.0,11.6348,11.6348,27.28,4,4.3652,4.0,16.0,16.0,16.0,2025,Monday,4,27.28,False,2025-01-15,40.44,-13.159999999999997,0,0
2025-01-20,Foodland Wudinna,FRUIT & VEG,5,93536240.0,BLUEBERRIES 125G,Fruit,77.0,71.5,71.5,7.14,22,5.5,22.0,77.0,77.0,77.0,2025,Monday,4,7.14,False,2025-01-15,38.53,-31.39,1,0
2025-01-20,Foodland Wudinna,FRUIT & VEG,5,529.0,CUCUMBER CONTINENTAL,Vegetables,64.43,38.08,38.08,40.9,17,26.35,17.0,64.43,64.43,64.43,2025,Monday,4,40.9,False,2025-01-15,41.5,-0.6000000000000014,0,0
2025-01-20,Foodland Wudinna,FRUIT & VEG,5,707.0,ONIONS PRE PACK 1KG BROWN,Vegetables,33.21,18.0,18.0,45.8,9,15.21,9.0,33.21,33.21,33.21,2025,Monday,4,45.8,False,2025-01-15,43.76,2.039999999999999,0,0
2025-01-20,Foodland Wudinna,FRUIT & VEG,5,613.0,POTATOES -  WASHED 5KG BAG,Potatoes,40.47,25.05,25.05,38.1,3,15.42,3.0,40.47,40.47,40.47,2025,Monday,4,38.1,False,2025-01-15,41.8,-3.6999999999999957,0,0
2025-01-20,Foodland Wudinna,FRUIT & VEG,5,611.0,POTATOES -  WASHED 2.5KG BAG,Potatoes,15.98,9.5,9.5,40.55,2,6.48,2.0,15.98,15.98,15.98,2025,Monday,4,40.55,False,2025-01-15,40.86,-0.3100000000000023,0,0
2025-01-20,Foodland Wudinna,FRUIT & VEG,5,80687493142.0,BROCCOLINI BUNCHES,Vegetables,3.69,2.15,2.15,41.73,1,1.54,1.0,3.69,3.69,3.69,2025,Monday,4,41.73,False,2025-01-15,40.61,1.1199999999999974,0,0
2025-01-20,Foodland Wudinna,FRUIT & VEG,5,105.0,APPLES GRANNY SMITH,Fruit,7.74,4.4701,4.4701,42.25,2,3.2699,1.192,7.74,7.74,7.74,2025,Monday,4,42.25,False,2025-01-15,41.52,0.7299999999999969,0,0
2025-01-20,Foodland Wudinna,FRUIT & VEG,5,230.0,NECTARINES YELLOW,Fruit,3.76,2.355,2.355,37.37,1,1.405,0.471,3.76,3.76,3.76,2025,Monday,4,37.37,False,2025-01-15,39.91,-2.539999999999999,0,0
2025-01-20,Foodland Wudinna,FRUIT & VEG,5,231.0,NECTARINES WHITE,Fruit,17.19,9.836,9.836,42.78,4,7.354,2.459,17.19,17.19,17.19,2025,Monday,4,42.78,False,2025-01-15,39.93,2.8500000000000014,0,0
2025-01-20,Foodland Wudinna,FRUIT & VEG,5,269443.0,CELERY PIECES TRAY,Vegetables,1.11,0.6649,0.6649,40.1,1,0.4451,0.111,1.11,1.11,1.11,2025,Monday,4,40.1,False,2025-01-15,40.1,0.0,0,0
2025-01-20,Foodland Wudinna,FRUIT & VEG,5,269578.0,PARSLEY PRE PACKED,Vegetables,2.99,1.8,1.8,39.8,1,1.19,1.0,2.99,2.99,2.99,2025,Monday,4,39.8,False,2025-01-15,39.8,0.0,0,0
2025-01-20,Foodland Wudinna,FRUIT & VEG,5,200250.0,STRAWBERRIES PER PUNNET,Fruit,119.8,76.0,76.0,36.56,20,43.8,20.0,119.8,119.8,119.8,2025,Monday,4,36.56,False,2025-01-15,37.05,-0.4899999999999949,0,0
2025-01-20,Foodland Wudinna,FRUIT & VEG,5,432.0,"TOMATOES -
 CHERRY PUNNET 250G",Fruit,47.88,28.8,28.8,39.85,12,19.08,12.0,47.88,47.88,47.88,2025,Monday,4,39.85,False,2025-01-15,39.85,0.0,0,0
2025-01-20,Foodland Wudinna,FRUIT & VEG,5,501.0,CABBAGE HALF,Vegetables,2.29,1.25,1.25,45.41,1,1.04,1.0,2.29,2.29,2.29,2025,Monday,4,45.41,False,2025-01-15,45.41,0.0,0,0
2025-01-20,Foodland Wudinna,FRUIT & VEG,5,504.0,CABBAGE CHINESE HALF,Vegetables,7.99,5.0,5.0,37.42,1,2.99,1.0,7.99,7.99,7.99,2025,Monday,4,37.42,False,2025-01-15,42.22,-4.799999999999997,0,0
2025-01-20,Foodland Wudinna,FRUIT & VEG,5,445.0,CELERY HALF,Vegetables,6.58,3.5,3.5,46.81,2,3.08,2.0,6.58,6.58,6.58,2025,Monday,4,46.81,False,2025-01-15,46.81,0.0,0,0
2025-01-20,Foodland Wudinna,FRUIT & VEG,5,451.0,CAULIFLOWER HALF,Vegetables,12.45,7.5,7.5,39.76,5,4.95,5.0,12.45,12.45,12.45,2025,Monday,4,39.76,False,2025-01-15,42.845,-3.085000000000001,0,0
2025-01-20,Foodland Wudinna,FRUIT & VEG,5,460.0,CARROTS               1 KG,Vegetables,16.03,9.1,9.1,43.23,7,6.93,7.0,16.03,16.03,16.03,2025,Monday,4,43.23,False,2025-01-15,43.23,0.0,0,0
2025-01-20,Foodland Wudinna,FRUIT & VEG,5,9310246061156.0,COMM CO CRNCHY NDLE KIT  450GM,Salads,14.67,10.8249,10.8249,26.21,3,3.8451,3.0,14.67,14.67,14.67,2025,Monday,4,26.21,False,2025-01-15,29.29,-3.0799999999999983,0,0
2025-01-20,Foodland Wudinna,FRUIT & VEG,5,9312444000890.0,MUSHROOM - PREPACK BUTTON 200G,Vegetables,9.98,6.0,6.0,39.88,2,3.98,2.0,9.98,9.98,9.98,2025,Monday,4,39.88,False,2025-01-15,39.88,0.0,1,0
2025-01-20,Foodland Wudinna,FRUIT & VEG,5,9310246050228.0,COMM CO COLESLAW         200GM,Salads,11.94,8.64,8.64,27.64,6,3.3,6.0,11.94,11.94,11.94,2025,Monday,4,27.64,False,2025-01-15,27.64,0.0,0,0
2025-01-20,Foodland Wudinna,FRUIT & VEG,5,9315737007804.0,P/PICK ORANGES NAVEL 1.5KG,Fruit,4.9,3.7,3.7,24.49,1,1.2,1.0,4.9,4.9,4.9,2025,Monday,4,24.49,False,2025-01-15,22.92,1.5699999999999967,0,0
2025-01-20,Foodland Wudinna,FRUIT & VEG,5,9315737007910.0,P/PICK LIMES 400G,Fruit,63.0,49.0,49.0,22.22,14,14.0,14.0,63.0,63.0,63.0,2025,Monday,4,22.22,False,2025-01-15,22.22,0.0,0,0
2025-01-20,Foodland Wudinna,FRUIT & VEG,5,9315737007613.0,P/PICK AVOCADOES,Fruit,9.9,7.9,7.9,20.2,1,2.0,1.0,9.9,9.9,9.9,2025,Monday,4,20.2,False,2025-01-15,18.84,1.3599999999999994,0,0
2025-01-20,Foodland Wudinna,FRUIT & VEG,5,9317948009578.0,TOMATOES - MIX A MATO 200G,Fruit,4.69,2.8,2.8,40.3,1,1.89,1.0,4.69,4.69,4.69,2025,Monday,4,40.3,False,2025-01-15,40.3,0.0,0,0
2025-01-20,Foodland Wudinna,FRUIT & VEG,5,9318085022413.0,POTATOES - KESTRAL 2KG BAG,Potatoes,38.4,30.4,30.4,20.83,8,8.0,8.0,38.4,38.4,38.4,2025,Monday,4,20.83,False,2025-01-15,39.92,-19.090000000000003,1,0
2025-01-20,Foodland Wudinna,FRUIT & VEG,5,9313711002661.0,TOMATOES - PREPACK 500G,Fruit,9.0,7.5,7.5,16.67,3,1.5,3.0,9.0,9.0,9.0,2025,Monday,4,16.67,False,2025-01-15,39.88,-23.21,1,0
2025-01-20,Foodland Wudinna,FRUIT & VEG,5,9316695006045.0,S/TASTY SLD PSTA CKN&BCN 300GM,Salads,18.0,12.15,12.15,32.5,3,5.85,3.0,18.0,18.0,18.0,2025,Monday,4,32.5,False,2025-01-15,35.62,-3.1199999999999974,0,0
2025-01-20,Foodland Wudinna,FRUIT & VEG,5,9316695006175.0,S/TASTY SLD SEAFOOD      275GM,Salads,6.0,4.05,4.05,32.5,1,1.95,1.0,6.0,6.0,6.0,2025,Monday,4,32.5,False,2025-01-15,35.62,-3.1199999999999974,0,0
2025-01-20,Foodland Wudinna,FRUIT & VEG,5,9316695006212.0,S/TASTY SLD EGG          250GM,Salads,6.99,5.5,5.5,21.32,1,1.49,1.0,6.99,6.99,6.99,2025,Monday,4,21.32,False,2025-01-15,21.32,0.0,0,0
2025-01-20,Foodland Wudinna,FRUIT & VEG,5,9317792000028.0,HERBS - FRESH ASSTD VARIETIES,Vegetables,18.37,16.8,16.8,8.55,7,1.57,7.0,18.37,18.37,18.37,2025,Monday,4,8.55,False,2025-01-15,39.85,-31.3,0,1
2025-01-20,Foodland Wudinna,FRUIT & VEG,5,406.0,CABBAGE QUARTER,Vegetables,2.58,1.25,1.25,51.55,2,1.33,2.0,2.58,2.58,2.58,2025,Monday,4,51.55,False,2025-01-15,51.55,0.0,0,0
2025-01-20,Foodland Wudinna,FRUIT & VEG,5,431.0,TOMATOES - PRE-PACK 1KG,Fruit,17.97,10.5,10.5,41.57,3,7.47,3.0,17.97,17.97,17.97,2025,Monday,4,41.57,False,2025-01-15,41.57,0.0,0,0
2025-01-20,Foodland Wudinna,FRUIT & VEG,5,272.0,ORANGES NET BAG 3KG,Fruit,39.95,25.0,25.0,37.42,5,14.95,5.0,39.95,39.95,39.95,2025,Monday,4,37.42,False,2025-01-15,39.3,-1.8799999999999955,0,0
